scanner,original,processed,noise
wiki_scans,raw\wiki_scans\Wikipedia_02\Canon220\150\s3_60.tif,processed/images/wiki_scans__s3_60.png,processed/noise_maps/wiki_scans__s3_60_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\Canon220\150\s3_64.tif,processed/images/wiki_scans__s3_64.png,processed/noise_maps/wiki_scans__s3_64_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\Canon220\150\s3_66.tif,processed/images/wiki_scans__s3_66.png,processed/noise_maps/wiki_scans__s3_66_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\Canon220\150\s3_69.tif,processed/images/wiki_scans__s3_69.png,processed/noise_maps/wiki_scans__s3_69_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\Canon220\150\s3_71.tif,processed/images/wiki_scans__s3_71.png,processed/noise_maps/wiki_scans__s3_71_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\Canon220\150\s3_76.tif,processed/images/wiki_scans__s3_76.png,processed/noise_maps/wiki_scans__s3_76_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\Canon220\150\s3_85.tif,processed/images/wiki_scans__s3_85.png,processed/noise_maps/wiki_scans__s3_85_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\Canon220\150\s3_88.tif,processed/images/wiki_scans__s3_88.png,processed/noise_maps/wiki_scans__s3_88_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\Canon220\150\s3_89.tif,processed/images/wiki_scans__s3_89.png,processed/noise_maps/wiki_scans__s3_89_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\Canon220\150\s3_90.tif,processed/images/wiki_scans__s3_90.png,processed/noise_maps/wiki_scans__s3_90_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\Canon220\150\s3_91.tif,processed/images/wiki_scans__s3_91.png,processed/noise_maps/wiki_scans__s3_91_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\Canon220\150\s3_93.tif,processed/images/wiki_scans__s3_93.png,processed/noise_maps/wiki_scans__s3_93_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\Canon220\150\s3_94.tif,processed/images/wiki_scans__s3_94.png,processed/noise_maps/wiki_scans__s3_94_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\Canon220\150\s3_96.tif,processed/images/wiki_scans__s3_96.png,processed/noise_maps/wiki_scans__s3_96_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\Canon220\150\s3_97.tif,processed/images/wiki_scans__s3_97.png,processed/noise_maps/wiki_scans__s3_97_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\Canon220\150\s3_99.tif,processed/images/wiki_scans__s3_99.png,processed/noise_maps/wiki_scans__s3_99_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\Canon9000-1\150\s4_101.tif,processed/images/wiki_scans__s4_101.png,processed/noise_maps/wiki_scans__s4_101_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\Canon9000-1\150\s4_67.tif,processed/images/wiki_scans__s4_67.png,processed/noise_maps/wiki_scans__s4_67_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\Canon9000-1\150\s4_70.tif,processed/images/wiki_scans__s4_70.png,processed/noise_maps/wiki_scans__s4_70_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\Canon9000-1\150\s4_71.tif,processed/images/wiki_scans__s4_71.png,processed/noise_maps/wiki_scans__s4_71_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\Canon9000-1\150\s4_74.tif,processed/images/wiki_scans__s4_74.png,processed/noise_maps/wiki_scans__s4_74_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\Canon9000-1\150\s4_75.tif,processed/images/wiki_scans__s4_75.png,processed/noise_maps/wiki_scans__s4_75_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\Canon9000-1\150\s4_76.tif,processed/images/wiki_scans__s4_76.png,processed/noise_maps/wiki_scans__s4_76_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\Canon9000-1\150\s4_79.tif,processed/images/wiki_scans__s4_79.png,processed/noise_maps/wiki_scans__s4_79_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\Canon9000-1\150\s4_82.tif,processed/images/wiki_scans__s4_82.png,processed/noise_maps/wiki_scans__s4_82_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\Canon9000-1\150\s4_84.tif,processed/images/wiki_scans__s4_84.png,processed/noise_maps/wiki_scans__s4_84_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\Canon9000-1\150\s4_91.tif,processed/images/wiki_scans__s4_91.png,processed/noise_maps/wiki_scans__s4_91_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\Canon9000-1\150\s4_98.tif,processed/images/wiki_scans__s4_98.png,processed/noise_maps/wiki_scans__s4_98_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\Canon9000-2\150\s5_100.tif,processed/images/wiki_scans__s5_100.png,processed/noise_maps/wiki_scans__s5_100_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\Canon9000-2\150\s5_101.tif,processed/images/wiki_scans__s5_101.png,processed/noise_maps/wiki_scans__s5_101_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\Canon9000-2\150\s5_31.tif,processed/images/wiki_scans__s5_31.png,processed/noise_maps/wiki_scans__s5_31_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\Canon9000-2\150\s5_34.tif,processed/images/wiki_scans__s5_34.png,processed/noise_maps/wiki_scans__s5_34_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\Canon9000-2\150\s5_52.tif,processed/images/wiki_scans__s5_52.png,processed/noise_maps/wiki_scans__s5_52_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\Canon9000-2\150\s5_60.tif,processed/images/wiki_scans__s5_60.png,processed/noise_maps/wiki_scans__s5_60_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\Canon9000-2\150\s5_67.tif,processed/images/wiki_scans__s5_67.png,processed/noise_maps/wiki_scans__s5_67_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\Canon9000-2\150\s5_73.tif,processed/images/wiki_scans__s5_73.png,processed/noise_maps/wiki_scans__s5_73_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\Canon9000-2\150\s5_76.tif,processed/images/wiki_scans__s5_76.png,processed/noise_maps/wiki_scans__s5_76_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\Canon9000-2\150\s5_85.tif,processed/images/wiki_scans__s5_85.png,processed/noise_maps/wiki_scans__s5_85_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\Canon9000-2\150\s5_87.tif,processed/images/wiki_scans__s5_87.png,processed/noise_maps/wiki_scans__s5_87_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\Canon9000-2\150\s5_90.tif,processed/images/wiki_scans__s5_90.png,processed/noise_maps/wiki_scans__s5_90_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\Canon9000-2\150\s5_91.tif,processed/images/wiki_scans__s5_91.png,processed/noise_maps/wiki_scans__s5_91_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\Canon9000-2\150\s5_92.tif,processed/images/wiki_scans__s5_92.png,processed/noise_maps/wiki_scans__s5_92_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\Canon9000-2\150\s5_93.tif,processed/images/wiki_scans__s5_93.png,processed/noise_maps/wiki_scans__s5_93_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\Canon9000-2\150\s5_94.tif,processed/images/wiki_scans__s5_94.png,processed/noise_maps/wiki_scans__s5_94_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\Canon9000-2\150\s5_95.tif,processed/images/wiki_scans__s5_95.png,processed/noise_maps/wiki_scans__s5_95_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\Canon9000-2\150\s5_96.tif,processed/images/wiki_scans__s5_96.png,processed/noise_maps/wiki_scans__s5_96_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\Canon9000-2\150\s5_97.tif,processed/images/wiki_scans__s5_97.png,processed/noise_maps/wiki_scans__s5_97_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\Canon9000-2\150\s5_99.tif,processed/images/wiki_scans__s5_99.png,processed/noise_maps/wiki_scans__s5_99_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\Canon9000-2\300\s5_100.tif,processed/images/wiki_scans__s5_100.png,processed/noise_maps/wiki_scans__s5_100_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\Canon9000-2\300\s5_101.tif,processed/images/wiki_scans__s5_101.png,processed/noise_maps/wiki_scans__s5_101_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\Canon9000-2\300\s5_102.tif,processed/images/wiki_scans__s5_102.png,processed/noise_maps/wiki_scans__s5_102_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\Canon9000-2\300\s5_24.tif,processed/images/wiki_scans__s5_24.png,processed/noise_maps/wiki_scans__s5_24_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\Canon9000-2\300\s5_68.tif,processed/images/wiki_scans__s5_68.png,processed/noise_maps/wiki_scans__s5_68_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\Canon9000-2\300\s5_90.tif,processed/images/wiki_scans__s5_90.png,processed/noise_maps/wiki_scans__s5_90_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\Canon9000-2\300\s5_91.tif,processed/images/wiki_scans__s5_91.png,processed/noise_maps/wiki_scans__s5_91_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\Canon9000-2\300\s5_92.tif,processed/images/wiki_scans__s5_92.png,processed/noise_maps/wiki_scans__s5_92_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\Canon9000-2\300\s5_93.tif,processed/images/wiki_scans__s5_93.png,processed/noise_maps/wiki_scans__s5_93_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\Canon9000-2\300\s5_94.tif,processed/images/wiki_scans__s5_94.png,processed/noise_maps/wiki_scans__s5_94_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\Canon9000-2\300\s5_95.tif,processed/images/wiki_scans__s5_95.png,processed/noise_maps/wiki_scans__s5_95_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\Canon9000-2\300\s5_96.tif,processed/images/wiki_scans__s5_96.png,processed/noise_maps/wiki_scans__s5_96_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\Canon9000-2\300\s5_97.tif,processed/images/wiki_scans__s5_97.png,processed/noise_maps/wiki_scans__s5_97_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\Canon9000-2\300\s5_98.tif,processed/images/wiki_scans__s5_98.png,processed/noise_maps/wiki_scans__s5_98_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\Canon9000-2\300\s5_99.tif,processed/images/wiki_scans__s5_99.png,processed/noise_maps/wiki_scans__s5_99_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV370-1\150\s6_101.tif,processed/images/wiki_scans__s6_101.png,processed/noise_maps/wiki_scans__s6_101_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV370-1\150\s6_103.tif,processed/images/wiki_scans__s6_103.png,processed/noise_maps/wiki_scans__s6_103_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV370-1\150\s6_104.tif,processed/images/wiki_scans__s6_104.png,processed/noise_maps/wiki_scans__s6_104_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV370-1\150\s6_105.tif,processed/images/wiki_scans__s6_105.png,processed/noise_maps/wiki_scans__s6_105_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV370-1\150\s6_106.tif,processed/images/wiki_scans__s6_106.png,processed/noise_maps/wiki_scans__s6_106_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV370-1\150\s6_43.tif,processed/images/wiki_scans__s6_43.png,processed/noise_maps/wiki_scans__s6_43_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV370-1\150\s6_45.tif,processed/images/wiki_scans__s6_45.png,processed/noise_maps/wiki_scans__s6_45_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV370-1\150\s6_67.tif,processed/images/wiki_scans__s6_67.png,processed/noise_maps/wiki_scans__s6_67_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV370-1\150\s6_72.tif,processed/images/wiki_scans__s6_72.png,processed/noise_maps/wiki_scans__s6_72_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV370-1\150\s6_79.tif,processed/images/wiki_scans__s6_79.png,processed/noise_maps/wiki_scans__s6_79_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV370-1\150\s6_83.tif,processed/images/wiki_scans__s6_83.png,processed/noise_maps/wiki_scans__s6_83_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV370-1\150\s6_89.tif,processed/images/wiki_scans__s6_89.png,processed/noise_maps/wiki_scans__s6_89_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV370-1\150\s6_92.tif,processed/images/wiki_scans__s6_92.png,processed/noise_maps/wiki_scans__s6_92_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV370-1\150\s6_93.tif,processed/images/wiki_scans__s6_93.png,processed/noise_maps/wiki_scans__s6_93_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV370-1\150\s6_99.tif,processed/images/wiki_scans__s6_99.png,processed/noise_maps/wiki_scans__s6_99_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV370-1\300\s6_39.tif,processed/images/wiki_scans__s6_39.png,processed/noise_maps/wiki_scans__s6_39_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV370-1\300\s6_44.tif,processed/images/wiki_scans__s6_44.png,processed/noise_maps/wiki_scans__s6_44_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV370-1\300\s6_75.tif,processed/images/wiki_scans__s6_75.png,processed/noise_maps/wiki_scans__s6_75_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV370-1\300\s6_77.tif,processed/images/wiki_scans__s6_77.png,processed/noise_maps/wiki_scans__s6_77_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV370-1\300\s6_79.tif,processed/images/wiki_scans__s6_79.png,processed/noise_maps/wiki_scans__s6_79_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV370-1\300\s6_80.tif,processed/images/wiki_scans__s6_80.png,processed/noise_maps/wiki_scans__s6_80_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV370-1\300\s6_81.tif,processed/images/wiki_scans__s6_81.png,processed/noise_maps/wiki_scans__s6_81_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV370-1\300\s6_82.tif,processed/images/wiki_scans__s6_82.png,processed/noise_maps/wiki_scans__s6_82_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV370-1\300\s6_83.tif,processed/images/wiki_scans__s6_83.png,processed/noise_maps/wiki_scans__s6_83_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV370-1\300\s6_84.tif,processed/images/wiki_scans__s6_84.png,processed/noise_maps/wiki_scans__s6_84_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV370-1\300\s6_85.tif,processed/images/wiki_scans__s6_85.png,processed/noise_maps/wiki_scans__s6_85_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV370-1\300\s6_86.tif,processed/images/wiki_scans__s6_86.png,processed/noise_maps/wiki_scans__s6_86_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV370-1\300\s6_87.tif,processed/images/wiki_scans__s6_87.png,processed/noise_maps/wiki_scans__s6_87_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV370-1\300\s6_88.tif,processed/images/wiki_scans__s6_88.png,processed/noise_maps/wiki_scans__s6_88_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV370-1\300\s6_89.tif,processed/images/wiki_scans__s6_89.png,processed/noise_maps/wiki_scans__s6_89_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV370-1\300\s6_90.tif,processed/images/wiki_scans__s6_90.png,processed/noise_maps/wiki_scans__s6_90_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV370-1\300\s6_92.tif,processed/images/wiki_scans__s6_92.png,processed/noise_maps/wiki_scans__s6_92_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV370-2\150\s7_103.tif,processed/images/wiki_scans__s7_103.png,processed/noise_maps/wiki_scans__s7_103_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV370-2\150\s7_104.tif,processed/images/wiki_scans__s7_104.png,processed/noise_maps/wiki_scans__s7_104_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV370-2\150\s7_106.tif,processed/images/wiki_scans__s7_106.png,processed/noise_maps/wiki_scans__s7_106_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV370-2\150\s7_88.tif,processed/images/wiki_scans__s7_88.png,processed/noise_maps/wiki_scans__s7_88_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV370-2\150\s7_97.tif,processed/images/wiki_scans__s7_97.png,processed/noise_maps/wiki_scans__s7_97_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV39-1\150\s8_101.tif,processed/images/wiki_scans__s8_101.png,processed/noise_maps/wiki_scans__s8_101_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV39-1\150\s8_102.tif,processed/images/wiki_scans__s8_102.png,processed/noise_maps/wiki_scans__s8_102_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV39-1\150\s8_103.tif,processed/images/wiki_scans__s8_103.png,processed/noise_maps/wiki_scans__s8_103_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV39-1\150\s8_106.tif,processed/images/wiki_scans__s8_106.png,processed/noise_maps/wiki_scans__s8_106_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV39-1\150\s8_107.tif,processed/images/wiki_scans__s8_107.png,processed/noise_maps/wiki_scans__s8_107_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV39-1\150\s8_108.tif,processed/images/wiki_scans__s8_108.png,processed/noise_maps/wiki_scans__s8_108_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV39-1\150\s8_45.tif,processed/images/wiki_scans__s8_45.png,processed/noise_maps/wiki_scans__s8_45_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV39-1\150\s8_48.tif,processed/images/wiki_scans__s8_48.png,processed/noise_maps/wiki_scans__s8_48_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV39-1\150\s8_50.tif,processed/images/wiki_scans__s8_50.png,processed/noise_maps/wiki_scans__s8_50_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV39-1\150\s8_58.tif,processed/images/wiki_scans__s8_58.png,processed/noise_maps/wiki_scans__s8_58_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV39-1\150\s8_61.tif,processed/images/wiki_scans__s8_61.png,processed/noise_maps/wiki_scans__s8_61_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV39-1\150\s8_73.tif,processed/images/wiki_scans__s8_73.png,processed/noise_maps/wiki_scans__s8_73_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV39-1\150\s8_75.tif,processed/images/wiki_scans__s8_75.png,processed/noise_maps/wiki_scans__s8_75_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV39-1\150\s8_84.tif,processed/images/wiki_scans__s8_84.png,processed/noise_maps/wiki_scans__s8_84_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV39-1\150\s8_85.tif,processed/images/wiki_scans__s8_85.png,processed/noise_maps/wiki_scans__s8_85_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV39-1\150\s8_86.tif,processed/images/wiki_scans__s8_86.png,processed/noise_maps/wiki_scans__s8_86_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV39-1\150\s8_88.tif,processed/images/wiki_scans__s8_88.png,processed/noise_maps/wiki_scans__s8_88_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV39-1\150\s8_98.tif,processed/images/wiki_scans__s8_98.png,processed/noise_maps/wiki_scans__s8_98_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV39-2\150\s9_23.tif,processed/images/wiki_scans__s9_23.png,processed/noise_maps/wiki_scans__s9_23_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV39-2\150\s9_26.tif,processed/images/wiki_scans__s9_26.png,processed/noise_maps/wiki_scans__s9_26_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV39-2\150\s9_35.tif,processed/images/wiki_scans__s9_35.png,processed/noise_maps/wiki_scans__s9_35_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV39-2\150\s9_38.tif,processed/images/wiki_scans__s9_38.png,processed/noise_maps/wiki_scans__s9_38_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV39-2\150\s9_42.tif,processed/images/wiki_scans__s9_42.png,processed/noise_maps/wiki_scans__s9_42_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV39-2\150\s9_48.tif,processed/images/wiki_scans__s9_48.png,processed/noise_maps/wiki_scans__s9_48_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV39-2\150\s9_56.tif,processed/images/wiki_scans__s9_56.png,processed/noise_maps/wiki_scans__s9_56_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV39-2\150\s9_61.tif,processed/images/wiki_scans__s9_61.png,processed/noise_maps/wiki_scans__s9_61_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV39-2\150\s9_65.tif,processed/images/wiki_scans__s9_65.png,processed/noise_maps/wiki_scans__s9_65_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV39-2\150\s9_71.tif,processed/images/wiki_scans__s9_71.png,processed/noise_maps/wiki_scans__s9_71_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV39-2\150\s9_75.tif,processed/images/wiki_scans__s9_75.png,processed/noise_maps/wiki_scans__s9_75_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV39-2\150\s9_77.tif,processed/images/wiki_scans__s9_77.png,processed/noise_maps/wiki_scans__s9_77_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV39-2\150\s9_78.tif,processed/images/wiki_scans__s9_78.png,processed/noise_maps/wiki_scans__s9_78_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV39-2\150\s9_84.tif,processed/images/wiki_scans__s9_84.png,processed/noise_maps/wiki_scans__s9_84_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV39-2\150\s9_85.tif,processed/images/wiki_scans__s9_85.png,processed/noise_maps/wiki_scans__s9_85_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV39-2\150\s9_86.tif,processed/images/wiki_scans__s9_86.png,processed/noise_maps/wiki_scans__s9_86_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV39-2\150\s9_88.tif,processed/images/wiki_scans__s9_88.png,processed/noise_maps/wiki_scans__s9_88_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV39-2\150\s9_89.tif,processed/images/wiki_scans__s9_89.png,processed/noise_maps/wiki_scans__s9_89_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV39-2\150\s9_90.tif,processed/images/wiki_scans__s9_90.png,processed/noise_maps/wiki_scans__s9_90_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV39-2\150\s9_92.tif,processed/images/wiki_scans__s9_92.png,processed/noise_maps/wiki_scans__s9_92_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV39-2\150\s9_93.tif,processed/images/wiki_scans__s9_93.png,processed/noise_maps/wiki_scans__s9_93_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV39-2\150\s9_94.tif,processed/images/wiki_scans__s9_94.png,processed/noise_maps/wiki_scans__s9_94_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV39-2\300\s9_65.tif,processed/images/wiki_scans__s9_65.png,processed/noise_maps/wiki_scans__s9_65_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV39-2\300\s9_66.tif,processed/images/wiki_scans__s9_66.png,processed/noise_maps/wiki_scans__s9_66_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV39-2\300\s9_67.tif,processed/images/wiki_scans__s9_67.png,processed/noise_maps/wiki_scans__s9_67_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV39-2\300\s9_68.tif,processed/images/wiki_scans__s9_68.png,processed/noise_maps/wiki_scans__s9_68_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV39-2\300\s9_69.tif,processed/images/wiki_scans__s9_69.png,processed/noise_maps/wiki_scans__s9_69_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV39-2\300\s9_70.tif,processed/images/wiki_scans__s9_70.png,processed/noise_maps/wiki_scans__s9_70_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV39-2\300\s9_71.tif,processed/images/wiki_scans__s9_71.png,processed/noise_maps/wiki_scans__s9_71_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV39-2\300\s9_72.tif,processed/images/wiki_scans__s9_72.png,processed/noise_maps/wiki_scans__s9_72_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV39-2\300\s9_74.tif,processed/images/wiki_scans__s9_74.png,processed/noise_maps/wiki_scans__s9_74_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV39-2\300\s9_75.tif,processed/images/wiki_scans__s9_75.png,processed/noise_maps/wiki_scans__s9_75_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV39-2\300\s9_76.tif,processed/images/wiki_scans__s9_76.png,processed/noise_maps/wiki_scans__s9_76_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV39-2\300\s9_77.tif,processed/images/wiki_scans__s9_77.png,processed/noise_maps/wiki_scans__s9_77_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\EpsonV550\150\s10_102.tif,processed/images/wiki_scans__s10_102.png,processed/noise_maps/wiki_scans__s10_102_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\HP\150\s11_101.tif,processed/images/wiki_scans__s11_101.png,processed/noise_maps/wiki_scans__s11_101_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\HP\150\s11_104.tif,processed/images/wiki_scans__s11_104.png,processed/noise_maps/wiki_scans__s11_104_noise.png
wiki_scans,raw\wiki_scans\Wikipedia_02\HP\150\s11_105.tif,processed/images/wiki_scans__s11_105.png,processed/noise_maps/wiki_scans__s11_105_noise.png
